Mother Total Momentum (GeV/c), Mother Transverse Momentum (GeV/c), Mother Fraction of Transverse Momentum, Opening Angle (rad), Decay Angle (rad), Impact Parameter (cm), Daughter1 Total Momentum (GeV/c), Daughter1 Transverse Momentum (GeV/c), Daughter1 Fraction of Transverse Momentum, Daughter2 Total Momentum (GeV/c), Daughter2 Transverse Momentum (GeV/c), Daughter2 Fraction of Transverse Momentum, Decay Z (cm), Decay X (cm), Decay Y (cm), Event type
56.2586522565, 1.04536290751, 0.0185813713195, 0.0452968128566, 3.14159263252, 93.0926659331, 53.6601832314, 0.995756937734, 0.0185567189258, 0.793854210441, 0.0232340241437, 0.0292673690434, -1929.8498444, -6.10356299378, 10.6489796875, 1
84.3488315371, 1.47713088124, 0.0175121676771, 0.0774867806615, 3.14159265359, 101.482082504, 57.4352151692, 0.972449488012, 0.016931241315, 24.1083023481, 1.50951908227, 0.0626140762827, -2052.94280184, -21.3776101299, 62.0610897517, 1
22.2598723628, 0.598303877246, 0.0268781360241, 0.0350132094509, 3.14159265359, 139.781445976, 6.78019334629, 0.348884913565, 0.0514564844608, 15.5499969927, 0.261862187768, 0.0168400153319, -658.22609029, -80.8854793466, 4.62864350898, 1
23.5781077715, 0.402226916845, 0.0170593382956, 0.0839001815264, 3.14159265359, 113.59931057, 5.77620515954, 0.340003195112, 0.0588627283347, 17.8004667891, 0.557041855508, 0.0312936656161, -2238.3961301, 25.7242718836, -15.5319383054, 1
7.4212821833, 0.278845110192, 0.0375737107557, 0.0499107745806, 3.14159265359, 181.455409858, 6.49312733356, 0.280148649772, 0.0431454113527, 0.929233940859, 0.0182060131326, 0.019592496929, -2461.45022912, 24.7667720163, -18.2946834538, 1
15.5166565747, 0.740507473414, 0.0477233913021, 0.037036533202, 3.14159263869, 257.367894545, 14.43003353, 0.723831832065, 0.0501614795669, 1.08933724972, 0.0251319630857, 0.0230708746004, -2128.14587236, 81.86137212, 38.982292439, 1
21.2183483372, 0.899645890238, 0.0423994307163, 0.0591376926103, 3.14159263869, 179.041638127, 5.20942779458, 0.169432830789, 0.0325242689736, 15.9723288406, 0.867130738418, 0.0542895620965, 1228.74026678, -38.8785878125, 181.197688162, 1
18.0793737953, 0.76400572751, 0.0422584175847, 0.108955202045, 3.14159265359, 192.757392366, 15.9723379794, 0.867131234558, 0.0542895620965, 2.12100877842, 0.12547125956, 0.0591564074779, -2003.39047677, -11.0630730236, 27.0090982356, 1
31.6896906464, 0.462220452086, 0.014585830365, 0.131481574887, 3.14159265359, 112.653672441, 19.1810754851, 1.27621063969, 0.06653488438, 12.5491716037, 0.813880046138, 0.0648552806387, -2456.24648217, 50.9908256673, -50.5079546971, 1
50.7766756241, 1.75391974512, 0.0345418388179, 0.0179768638503, 3.14159265359, 233.121534025, 29.0538467431, 1.03068747596, 0.035475077881, 17.5438146517, 0.57025918525, 0.0325048569295, -2017.76190783, 28.3183803315, 59.4021838694, 1
13.4358845373, 0.084504049481, 0.00628942956801, 0.0635289556183, 3.14159263252, 35.4579447489, 6.39764731747, 0.237906750153, 0.0371865997526, 7.04689366462, 0.19203452808, 0.027250947328, -1609.29065488, 13.3196872595, -57.879496778, 1
