Mother Total Momentum (GeV/c), Mother Transverse Momentum (GeV/c), Mother Fraction of Transverse Momentum, Opening Angle (rad), Decay Angle (rad), Impact Parameter (cm), Daughter1 Total Momentum (GeV/c), Daughter1 Transverse Momentum (GeV/c), Daughter1 Fraction of Transverse Momentum, Daughter2 Total Momentum (GeV/c), Daughter2 Transverse Momentum (GeV/c), Daughter2 Fraction of Transverse Momentum, Decay Z (cm), Decay X (cm), Decay Y (cm), Event type
19.5496443521, 1.14848332545, 0.0587470188593, 0.0638933968814, 3.14159265359, 293.514460388, 2.36602805712, 0.159943855456, 0.0676001516442, 17.1598344785, 1.06426303772, 0.0620205887799, -2064.4681069, -21.0317276008, -1.55819638196, 1
55.804272371, 0.537415646406, 0.00963036741762, 0.0800951343363, 3.14159263869, 130.806922791, 40.7252070566, 1.06886915296, 0.0262458862757, 11.0090878186, 0.698135448415, 0.0634144681118, -902.691998908, -47.8982707327, 67.7947566416, 1
7.22795542916, 0.461009375784, 0.0637814358849, 0.0254620653922, 3.14159265359, 322.176589298, 6.48651529387, 0.41133891726, 0.0634144681118, 0.745877227162, 0.0336177662711, 0.0450714474807, 157.598350901, -162.361502379, 141.186030027, 1
13.6344059505, 0.393947484582, 0.0288936302772, 0.0576529803661, 3.14159265359, 227.678267929, 1.05706184671, 0.051433697243, 0.0486572260677, 10.4353762808, 0.325063165492, 0.0311501144516, -1503.97574707, -59.2702996543, -31.2007507345, 1
35.6333645258, 1.46889348067, 0.0412224189384, 0.0880499540512, 3.14159265359, 210.465073153, 32.4859652338, 1.59144961929, 0.0489888358817, 3.16190951573, 0.124578850881, 0.0393998785421, -2446.9133557, -14.0298633548, 2.36917461528, 1
9.09227487083, 0.387592239267, 0.0426287419565, 0.0838186378864, 3.14159265359, 227.128276248, 6.18409709724, 0.450793890643, 0.072895668285, 1.70457174248, 0.0942468886392, 0.055290655295, 2280.33781044, -84.5588033746, -208.831147652, 1
10.1765469196, 0.41870873571, 0.0411444804428, 0.0392014422679, 3.14159265359, 177.435664929, 9.35827921911, 0.373919543158, 0.0399560148189, 0.818981194955, 0.0530633087605, 0.0647918524716, -2157.96741942, 33.4925066957, -37.3944530304, 1
148.67141528, 1.12098688306, 0.00754002967516, 0.0405162214955, 3.14159263252, 32.1607288216, 128.828202633, 1.03296670467, 0.00801817213592, 19.9529494393, 0.754915002568, 0.0378347574561, -2472.70290366, -1.82525212016, -11.7560799169, 1
55.1445502698, 1.10509653436, 0.0200399954113, 0.0654491796098, 3.14159265359, 186.577513646, 5.14627749055, 0.388312124238, 0.0754549526239, 49.9142513651, 0.800259918095, 0.0160326939944, -1424.96574954, 47.5416696698, -55.3937340899, 1
43.0356706422, 1.37252392241, 0.0318927043991, 0.0082354099259, 3.14159265359, 183.080555365, 40.2109078988, 1.27916976349, 0.0318115116104, 2.82803513215, 0.0958129064909, 0.0338796733469, -2457.06039361, -50.0747519319, -50.6319081903, 1
13.9723946894, 0.55184492291, 0.0394953717796, 0.0387783453405, 3.14159265359, 193.149379588, 12.6250148061, 0.544418141326, 0.0431221784441, 1.30221003484, 0.00596082431063, 0.00457746765202, -2194.61853167, 17.1726215741, 6.32403968859, 1
10.1967503245, 0.118674763135, 0.0116384886713, 0.0564879443707, 3.14159263252, 132.261409209, 5.034542478, 0.14478039844, 0.0287574092527, 3.21426811245, 0.102639866863, 0.0319325778908, -2100.99670205, -77.3178363659, 40.1583712104, 1
