Mother Total Momentum (GeV/c), Mother Transverse Momentum (GeV/c), Mother Fraction of Transverse Momentum, Opening Angle (rad), Decay Angle (rad), Impact Parameter (cm), Daughter1 Total Momentum (GeV/c), Daughter1 Transverse Momentum (GeV/c), Daughter1 Fraction of Transverse Momentum, Daughter2 Total Momentum (GeV/c), Daughter2 Transverse Momentum (GeV/c), Daughter2 Fraction of Transverse Momentum, Decay Z (cm), Decay X (cm), Decay Y (cm), Event type
14.3931075253, 0.51055972444, 0.0354725151287, 0.0816482580462, 3.14159265359, 200.799264564, 7.40955991259, 0.458219837251, 0.0618417075584, 4.74285518072, 0.177130703312, 0.0373468504862, -2382.71827596, 26.6630223121, 34.9042363916, 1
13.3564567753, 0.299119096951, 0.0223950933982, 0.0951743300265, 3.14159265359, 83.6677530544, 1.57754324134, 0.117495210076, 0.07447986654, 11.7813264428, 0.353847644892, 0.0300346184795, -2405.33736166, -24.4076112319, -3.23977809111, 1
